Video_Links,Duration
https://www.youtube.com/watch?v=wjtq7CqWOHs,0:02:59
https://www.youtube.com/watch?v=q2yiaa98W04,0:06:09
https://www.youtube.com/watch?v=35H99y_y32A,0:04:13
https://www.youtube.com/watch?v=0NzrJbWoyHo,0:03:50
https://www.youtube.com/watch?v=8YAWLZ1D2So,0:07:31
https://www.youtube.com/watch?v=mxIjW8ioDpo,0:06:53
https://www.youtube.com/watch?v=XnGkbZhi9LM,0:04:00
https://www.youtube.com/watch?v=2X7ulC6sLp0,0:05:59
https://www.youtube.com/watch?v=0wtsnZVz_9U,0:05:16
https://www.youtube.com/watch?v=XrDQ_oRhWbU,0:03:16
https://www.youtube.com/watch?v=c8WKwumpmJI,0:04:56
https://www.youtube.com/watch?v=Fz4RKLEIsOg,0:05:55
https://www.youtube.com/watch?v=EPWWH5ZdMjM,0:04:37
https://www.youtube.com/watch?v=NG0oa5N9atI,0:05:49
https://www.youtube.com/watch?v=irkYrtgFReA,0:07:09
https://www.youtube.com/watch?v=2khjxrkVUoU,0:04:28
https://www.youtube.com/watch?v=xGFAChoa9yk,0:04:01
https://www.youtube.com/watch?v=essptA25PQk,0:05:25
https://www.youtube.com/watch?v=x2eNw9zkOCs,0:05:55
https://www.youtube.com/watch?v=WVhWtgCS6OI,0:04:00
https://www.youtube.com/watch?v=CZjRVta6WlQ,0:04:31
https://www.youtube.com/watch?v=NWuQ_QEqEjA,0:04:37
https://www.youtube.com/watch?v=GUi4XuR8KX0,0:06:22
https://www.youtube.com/watch?v=qiiPmzazlvU,0:04:22
https://www.youtube.com/watch?v=1jAKSXsEubw,0:03:13
https://www.youtube.com/watch?v=sZWWefIwka8,0:05:13
https://www.youtube.com/watch?v=XFXGRHZfkI8,0:04:24
https://www.youtube.com/watch?v=dU8wS0T_nqk,0:05:18
https://www.youtube.com/watch?v=82R3cB6gPUc,0:04:34
https://www.youtube.com/watch?v=AgCupmVcMeE,0:05:38
https://www.youtube.com/watch?v=FYX2xnfSvl4,0:03:29
https://www.youtube.com/watch?v=EXLvi1WUcaU,0:05:04
https://www.youtube.com/watch?v=_TN01zA9Hbw,0:05:31
https://www.youtube.com/watch?v=beL-VU0_4vE,0:04:42
https://www.youtube.com/watch?v=Wft0I3vVZeA,0:04:24
https://www.youtube.com/watch?v=RgKtrgZNlg0,0:04:06
https://www.youtube.com/watch?v=u1ffD-EHZLY,0:04:22
